ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
2735,Sergey Gennadyevich Alifirenko,M,41.0,168.0,72.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Gold
2735,Sergey Gennadyevich Alifirenko,M,45.0,168.0,72.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Bronze
2739,Mirko Alilovi,M,26.0,200.0,110.0,Croatia,CRO,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,Bronze
2750,Aline Pellegrino,F,22.0,180.0,71.0,Brazil,BRA,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,Silver
2755,Aleksey Aleksandrovich Alipov,M,29.0,175.0,80.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Shooting,Shooting Men's Trap,Gold
2755,Aleksey Aleksandrovich Alipov,M,32.0,175.0,80.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Shooting,Shooting Men's Trap,Bronze
2758,Alison Conte Cerutti,M,26.0,203.0,106.0,Brazil-1,BRA,2012 Summer,2012,Summer,London,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Silver
2758,Alison Conte Cerutti,M,30.0,203.0,106.0,Brazil-1,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Gold
2760,Deji Aliu,M,28.0,187.0,75.0,Nigeria,NGR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
2762,Margarita Sergeyevna Aliychuk,F,17.0,174.0,48.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
2769,Kimia Alizadeh Zenoorin,F,18.0,185.0,57.0,Iran,IRI,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Featherweight,Bronze
2794,Mohamed Allalou,M,26.0,174.0,63.0,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Light-Welterweight,Bronze
2849,"Katherine Jessie Jean ""Kate"" Allen (-Diechtler)",F,34.0,163.0,53.0,Austria,AUT,2004 Summer,2004,Summer,Athina,Triathlon,Triathlon Women's Olympic Distance,Gold
2850,"Kate Ruth ""Katie"" Allen",F,26.0,170.0,65.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold
2861,Nathon Allen,M,20.0,178.0,,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
2863,Walter Ray Allen,M,25.0,192.0,93.0,United States,USA,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Men's Basketball,Gold
2874,Wyatt Allen,M,25.0,193.0,98.0,United States,USA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Gold
2874,Wyatt Allen,M,29.0,193.0,98.0,United States,USA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,Bronze
2875,"Sandra Louise ""Sandy"" Allen-Lewis",F,21.0,170.0,59.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Bronze
2875,"Sandra Louise ""Sandy"" Allen-Lewis",F,25.0,170.0,59.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,Silver
2875,"Sandra Louise ""Sandy"" Allen-Lewis",F,29.0,170.0,59.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Bronze
2877,"Katherine Fiona ""Kate"" Allenby",F,26.0,177.0,72.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Modern Pentathlon,Modern Pentathlon Women's Individual,Bronze
2892,Ade Franci Alleyne-Forte,M,23.0,180.0,73.0,Trinidad and Tobago,TTO,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
2930,Carmela Allucci,F,34.0,167.0,60.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,Gold
3012,Nicolas Alnoudji,M,20.0,180.0,80.0,Cameroon,CMR,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Gold
3029,Jessica Alonso Bernardo,F,28.0,172.0,65.0,Spain,ESP,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Bronze
3052,"Mikhail Surenovich ""Misha"" Aloyan",M,23.0,164.0,52.0,Russia,RUS,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Flyweight,Bronze
3055,Glory Alozie Oluchi,F,22.0,155.0,51.0,Nigeria,NGR,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 100 metres Hurdles,Silver
3070,Malin Therse Alshammar,F,23.0,180.0,64.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 50 metres Freestyle,Silver
3070,Malin Therse Alshammar,F,23.0,180.0,64.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Freestyle,Silver
3070,Malin Therse Alshammar,F,23.0,180.0,64.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
3077,Ida Alstad,F,27.0,172.0,60.0,Norway,NOR,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Gold
3077,Ida Alstad,F,31.0,172.0,60.0,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Bronze
3093,Lutz Altepost,M,26.0,193.0,92.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
3147,Cristin Andrs lvarez Valenzuela,M,20.0,173.0,62.0,Chile,CHI,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Bronze
3174,Lzaro Jorge lvarez Estrada,M,21.0,173.0,60.0,Cuba,CUB,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Bantamweight,Bronze
3174,Lzaro Jorge lvarez Estrada,M,25.0,173.0,60.0,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Lightweight,Bronze
3206,Yuri Alvear Orjuela,F,26.0,176.0,70.0,Colombia,COL,2012 Summer,2012,Summer,London,Judo,Judo Women's Middleweight,Bronze
3206,Yuri Alvear Orjuela,F,30.0,176.0,70.0,Colombia,COL,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Middleweight,Silver
3227,Thiago Soares Alves,M,25.0,194.0,88.0,Brazil,BRA,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,Silver
3240,Mohamed Aly Reda,M,29.0,190.0,91.0,Egypt,EGY,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Super-Heavyweight,Silver
3249,Maksim Nikolayevich Alyoshin,M,21.0,166.0,63.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Bronze
3281,Simona Amnar (-Tabr),F,20.0,158.0,44.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,Gold
3281,Simona Amnar (-Tabr),F,20.0,158.0,44.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Gold
3281,Simona Amnar (-Tabr),F,20.0,158.0,44.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Floor Exercise,Bronze
3308,Catello Amarante,M,24.0,177.0,73.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
3324,"Pablo ""Pol"" Amat Escud",M,30.0,183.0,78.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Silver
3329,Serena Bibiana Amato,F,26.0,170.0,63.0,Argentina,ARG,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Women's One Person Dinghy,Bronze
3335,Ivn Amaya Carazo,M,22.0,188.0,85.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Silver
3361,"Efetobore ""Efe"" Ambrose Emuobo",M,19.0,187.0,70.0,Nigeria,NGR,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Silver
3363,Christie Ambrosi,F,23.0,172.0,70.0,United States,USA,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Gold
3461,Salvatore Amitrano,M,28.0,184.0,73.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
3507,Vanessa Amors Quiles,F,29.0,165.0,62.0,Spain,ESP,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Bronze
3512,Nijel Carlos Amilfitano Amos,M,18.0,179.0,60.0,Botswana,BOT,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 800 metres,Silver
3519,Roman Amoyan,M,24.0,158.0,55.0,Armenia,ARM,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Bronze
3537,Marwa Al-Amri,F,27.0,160.0,58.0,Tunisia,TUN,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Lightweight, Freestyle",Bronze
3561,Stanley Amuzie,M,20.0,171.0,85.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze
3566,An Ba-Ul,M,22.0,169.0,66.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Lightweight,Silver
3589,An Jeong-Hwa,F,27.0,162.0,62.0,South Korea,KOR,2008 Summer,2008,Summer,Beijing,Handball,Handball Women's Handball,Bronze
3593,An Kum-Ae,F,28.0,160.0,52.0,North Korea,PRK,2008 Summer,2008,Summer,Beijing,Judo,Judo Women's Half-Lightweight,Silver
3593,An Kum-Ae,F,32.0,160.0,52.0,North Korea,PRK,2012 Summer,2012,Summer,London,Judo,Judo Women's Half-Lightweight,Gold
3635,Tatyana Vasilyevna Ananko,F,16.0,171.0,52.0,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
3659,Mario Ani,M,20.0,195.0,84.0,Croatia,CRO,2004 Summer,2004,Summer,Athina,Tennis,Tennis Men's Doubles,Bronze
3672,milie Andol,F,28.0,170.0,97.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Heavyweight,Gold
3691,Anne Dsane Andersen,F,23.0,183.0,86.0,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxless Pairs,Bronze
3701,Camilla Rseler Andersen,F,27.0,169.0,65.0,Denmark,DEN,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Gold
3756,Kristine Andersen,F,28.0,172.0,72.0,Denmark,DEN,2004 Summer,2004,Summer,Athina,Handball,Handball Women's Handball,Gold
3761,Mads Christian Kruse Andersen,M,30.0,187.0,75.0,Denmark,DEN,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
3789,nderson Lus de Abreu Oliveira,M,20.0,176.0,77.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Bronze
3790,Anderson de Oliveira Rodrigues,M,30.0,190.0,95.0,Brazil,BRA,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Men's Volleyball,Gold
3790,Anderson de Oliveira Rodrigues,M,34.0,190.0,95.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,Silver
3792,Alyssa Jean Anderson,F,21.0,173.0,64.0,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
3793,Andrea Arlene Anderson (-Bolder),F,22.0,164.0,61.0,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
3797,Brett Franklin Anderson,M,20.0,193.0,104.0,United States,USA,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Bronze
3803,Craig Anthony Anderson,M,23.0,187.0,86.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Silver
3820,Haley Danita Anderson,F,20.0,178.0,68.0,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 10 kilometres Open Water,Silver
3845,"Matthew John ""Matt"" Anderson",M,29.0,202.0,100.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Bronze
3936,Jonna Andersson,F,23.0,167.0,61.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Silver
3939,Kim Verner Andersson,M,29.0,200.0,105.0,Sweden,SWE,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,Silver
3954,Per Magnus Andersson,M,34.0,180.0,80.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Handball,Handball Men's Handball,Silver
3959,Erik Mattias Andersson,M,34.0,186.0,95.0,Sweden,SWE,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,Silver
4014,Kozue Ando,F,30.0,164.0,57.0,Japan,JPN,2012 Summer,2012,Summer,London,Football,Football Women's Football,Silver
4018,Misako Ando,F,29.0,163.0,60.0,Japan,JPN,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Silver
4021,Yuya Ando,M,26.0,183.0,89.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Bronze
4101,Andria Suntaque,F,26.0,175.0,65.0,Brazil,BRA,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,Silver
4101,Andria Suntaque,F,30.0,175.0,65.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Silver
4179,Vladimir Vasilyevich Andreyev,M,34.0,170.0,58.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 20 kilometres Walk,Bronze
4207,Michel Andrieux,M,33.0,192.0,92.0,France,FRA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Pairs,Gold
4211,Valeriy Oleksandrovych Andriitsev,M,25.0,181.0,97.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver
4240,Yekaterina Sergeyevna Andryushina,F,22.0,185.0,70.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Handball,Handball Women's Handball,Silver
4243,Robert Sebastian Andrzejuk,M,33.0,179.0,75.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Men's epee, Team",Silver
4320,Nadine Marejke Angerer,F,29.0,174.0,70.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Bronze
4356,Miguel ngel Angulo Valderrey,M,23.0,175.0,70.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Silver
4369,Victor Chinedu Anichebe,M,20.0,192.0,94.0,Nigeria,NGR,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Silver
4374,Yekaterina Yevgenyevna Anikeyeva,F,31.0,178.0,63.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Bronze
4418,Alyson Regina Annan,F,27.0,162.0,65.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold
4435,Noriko Anno,F,28.0,162.0,76.0,Japan,JPN,2004 Summer,2004,Summer,Athina,Judo,Judo Women's Half-Heavyweight,Gold
4447,Roman Sergeyevich Anoshkin,M,28.0,192.0,95.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze
4449,Sajjad Anoushiravani Hamlabad,M,28.0,192.0,105.0,Iran,IRI,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Super-Heavyweight,Silver
4462,Michel Ansermet,M,35.0,178.0,72.0,Switzerland,SUI,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Silver
4466,Giselle Anne Ansley,F,24.0,176.0,73.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Gold
4505,Carmelo Kyan Anthony,M,20.0,203.0,109.0,United States,USA,2004 Summer,2004,Summer,Athina,Basketball,Basketball Men's Basketball,Bronze
4505,Carmelo Kyan Anthony,M,24.0,203.0,109.0,United States,USA,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Men's Basketball,Gold
4505,Carmelo Kyan Anthony,M,28.0,203.0,109.0,United States,USA,2012 Summer,2012,Summer,London,Basketball,Basketball Men's Basketball,Gold
4505,Carmelo Kyan Anthony,M,32.0,203.0,109.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
4515,"Michael E. ""Mike"" Anti",M,40.0,173.0,73.0,United States,USA,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Silver
4569,Mariela Andrea Antoniska Arrondo,F,25.0,170.0,70.0,Argentina,ARG,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Silver
4569,Mariela Andrea Antoniska Arrondo,F,29.0,170.0,70.0,Argentina,ARG,2004 Summer,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Bronze
4575,Oleg Antonov,M,28.0,198.0,88.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Silver
4577,Semyon Sergeyevich Antonov,M,23.0,202.0,97.0,Russia,RUS,2012 Summer,2012,Summer,London,Basketball,Basketball Men's Basketball,Bronze
4585,Olena Anatolivna Antonova,F,36.0,180.0,95.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Discus Throw,Bronze
4613,Nataliya Nikolayevna Antyukh,F,23.0,182.0,69.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 400 metres,Bronze
4613,Nataliya Nikolayevna Antyukh,F,23.0,182.0,69.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
4613,Nataliya Nikolayevna Antyukh,F,31.0,182.0,69.0,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 400 metres Hurdles,Gold
4613,Nataliya Nikolayevna Antyukh,F,31.0,182.0,69.0,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
4674,Eref Apak,M,22.0,184.0,120.0,Turkey,TUR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Hammer Throw,Bronze
4675,Nikolay Sergeyevich Apalikov,M,29.0,203.0,105.0,Russia,RUS,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,Gold
4676,Onyekachi Apam,M,21.0,180.0,79.0,Nigeria,NGR,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Silver
4720,Tessa Appeldoorn,F,27.0,177.0,71.0,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,Silver
4724,Emilia Elisabeth Appelqvist,F,26.0,168.0,65.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Silver
4757,Javier Ignacio Aquino Carmona,M,22.0,165.0,62.0,Mexico,MEX,2012 Summer,2012,Summer,London,Football,Football Men's Football,Gold
4763,Reyhan Arabacolu,M,21.0,170.0,77.0,Turkey,TUR,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Men's Middleweight,Bronze
4779,Lorenzo Aragon Armenteros,M,30.0,163.0,69.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Welterweight,Silver
4780,Yosvany Aragn Rodrguez,M,26.0,186.0,92.0,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Silver
4782,Hirooki Arai,M,28.0,180.0,62.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,Bronze
4801,Erika Araki,F,27.0,186.0,78.0,Japan,JPN,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,Bronze
4841,Daniel Aranzubia Aguado,M,20.0,184.0,75.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Silver
4859,Adriana dos Santos Arajo,F,30.0,167.0,60.0,Brazil,BRA,2012 Summer,2012,Summer,London,Boxing,Boxing Women's Lightweight,Bronze
4860,Alexandra Araujo,F,32.0,167.0,67.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,Gold
4891,Eduard Arbs Borras,M,25.0,174.0,70.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Silver
4921,Simon David Archer,M,27.0,189.0,86.0,Great Britain-2,GBR,2000 Summer,2000,Summer,Sydney,Badminton,Badminton Mixed Doubles,Bronze
4928,Katie Louise Archibald,F,22.0,178.0,70.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Gold
4977,Yordanis Arencibia Verdecia,M,24.0,167.0,66.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Half-Lightweight,Bronze
4977,Yordanis Arencibia Verdecia,M,28.0,167.0,66.0,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Half-Lightweight,Bronze
5023,Joahnys Oscar Argilagos Prez,M,19.0,152.0,49.0,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Flyweight,Bronze
5074,Magomed Davudovich Aripgadzhiyev,M,26.0,185.0,81.0,Belarus,BLR,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Light-Heavyweight,Silver
5093,William Peixoto Arjona,M,37.0,186.0,78.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Gold
5102,Anna Valeryevna Arkhipova,F,31.0,176.0,63.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Basketball,Basketball Women's Basketball,Bronze
5144,"Elizabeth Mary ""Lizzie"" Armitstead (-Deignan)",F,23.0,168.0,55.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Cycling,"Cycling Women's Road Race, Individual",Silver
5150,Aaron Nigel Armstrong,M,30.0,173.0,70.0,Trinidad and Tobago,TTO,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
5152,"Elizabeth ""Betsey"" Armstrong",F,25.0,188.0,77.0,United States,USA,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Women's Water Polo,Silver
5152,"Elizabeth ""Betsey"" Armstrong",F,29.0,188.0,77.0,United States,USA,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Gold
5159,Dylan Armstrong,M,27.0,190.0,125.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Shot Put,Bronze
5163,"Jennifer Margaret ""Jenny"" Armstrong",F,30.0,171.0,59.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Women's Two Person Dinghy,Gold
5167,Kristin Ann Armstrong (-Savola),F,34.0,173.0,58.0,United States,USA,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Women's Individual Time Trial,Gold
5167,Kristin Ann Armstrong (-Savola),F,38.0,173.0,58.0,United States,USA,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Individual Time Trial,Gold
5167,Kristin Ann Armstrong (-Savola),F,42.0,173.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Individual Time Trial,Gold
5198,Judith Arndt,F,28.0,173.0,59.0,Germany,GER,2004 Summer,2004,Summer,Athina,Cycling,"Cycling Women's Road Race, Individual",Silver
5198,Judith Arndt,F,36.0,173.0,59.0,Germany,GER,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Individual Time Trial,Silver
5218,Clemens Arnold,M,25.0,183.0,87.0,Germany,GER,2004 Summer,2004,Summer,Athina,Hockey,Hockey Men's Hockey,Bronze
5233,Virginie Arnold,F,28.0,155.0,50.0,France,FRA,2008 Summer,2008,Summer,Beijing,Archery,Archery Women's Team,Bronze
5245,Emilie Hegh Arntzen,F,22.0,183.0,78.0,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Bronze
5298,"Jacob Joseph ""Jake"" Arrieta",M,22.0,193.0,102.0,United States,USA,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Bronze
5306,Christine Arron,F,30.0,177.0,64.0,France,FRA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
5307,Ins Arrondo,F,22.0,167.0,58.0,Argentina,ARG,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Silver
5307,Ins Arrondo,F,26.0,167.0,58.0,Argentina,ARG,2004 Summer,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Bronze
5325,Francisco Esteban Arru Pardo,M,23.0,169.0,64.0,Chile,CHI,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Bronze
5331,"Samantha ""Sam"" Arsenault (-Livingstone)",F,18.0,178.0,69.0,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
5353,Yevgeniya Viktorovna Artamonova-Estes,F,25.0,191.0,75.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Women's Volleyball,Silver
5353,Yevgeniya Viktorovna Artamonova-Estes,F,29.0,191.0,75.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Women's Volleyball,Silver
